Brand Name,Generic Name,Manufactor Name,Total Spending 2016,Total Units 2016,Total Spending 2017,Total Units 2017,Total Spending 2018,Total Units 2018,Total Spending 2019,Total Units 2019,Total Spending 2020,Total Units 2020
Trandolapril,Trandolapril,Rising Pharm,86290.37,257179,223093.21,558733,784822.69,2081925,1239310.16,2994163.5,1312670.35,3626297.5
Trandolapril,Trandolapril,Lupin Pharmaceu,2097884.05,6129875,2154866.89,5366030.5,1971417.89,5300454,1736917.24,4350379,1169238.94,3319772.5
Trandolapril,Trandolapril,Epic Pharma LLC,10482.57,28629,6686.09,14668,8953.29,25545,2774.77,6628,817.34,3206
Trandolapril,Trandolapril,Aurobindo Pharm,3090.74,7989,5351.13,11690,3213.74,8130,2101.73,5760,2425.93,6480
Trandolapril-Verapamil ER,Trandolapril/Verapamil HCl,Greenstone LLC.,542084.16,174520,527378.62,183408,604738.17,184148,967967.99,295956,763894.47,224866
Trandolapril-Verapamil ER,Trandolapril/Verapamil HCl,Glenmark Pharma,989546.93,302972,1104448.42,346401,1133049.38,380979,1176373.91,395281,1200090.34,347352
Tranexamic Acid*,Tranexamic Acid,X-Gen Pharmaceu,,,,,1846.57,1770,903.82,680,3773.75,3500
Tranexamic Acid*,Tranexamic Acid,Methapharm Inc,,,,,,,,,1927.58,1010
Tranexamic Acid*,Tranexamic Acid,Heritage Pharma,,,,,,,10327.63,2130,1437.04,1200
Tranexamic Acid*,Tranexamic Acid,Auromedics Phar,,,,,,,,,4490.86,3180
Tranexamic Acid*,Tranexamic Acid,Apotex Corp*,31197.53,9214,324426.2,94698.5,444437.07,142324,396612.52,133779,58195.74,21596
Tranexamic Acid*,Tranexamic Acid,Apollo/Provepha,,,,,,,,,1141.78,491
Tranexamic Acid*,Tranexamic Acid,Amring Pharmace,354527.24,114395.692,515027.22,155795,636937.7,209225,866327.97,296866,1682721.47,608153
Tranexamic Acid*,Tranexamic Acid,Actavis/Teva,413508.19,141862,492271.89,144632,458067.51,144429,543300.36,167716,300097.23,100604
Transderm-Scop,Scopolamine,Sandoz/GSK,238850.6,12932,7767340.45,423124.3,8710879.95,471643,5238795.61,274490.96,123168.84,6714
Transderm-Scop,Scopolamine,GSK Consumer He,,,,,,,161276.08,8147,55914.44,2833
Transderm-Scop,Scopolamine,Baxter Healthca,12372667.97,550093.18,15250961.86,682462.6,14788282.77,676033.923,12878698.88,576932.34,2262353.62,103695
Tranxene T-Tab,Clorazepate Dipotassium,Recordati Rare,449548.75,73393.5,541407.5,68651,578695.74,58321,481837.07,44259,147524.94,12271
Tranylcypromine Sulfate,Tranylcypromine Sulfate,Par Pharm.,2933526.79,1540609.5,3036245.98,1361032,3603545.06,1718419.5,3657247.12,1698981.9,2817388.74,1553256
Tranylcypromine Sulfate,Tranylcypromine Sulfate,Alvogen Inc,,,,,,,181601.92,85187,368239.16,203488
Tranylcypromine Sulfate,Tranylcypromine Sulfate,Actavis/Teva,1052372.15,593272,2273458.1,1065090,1570905.07,765295,1473731.99,695263,1561577.56,794970
Travasol,Parenteral Amino Acid 10% No.6,Baxter Healthca,676960.3,20501373.71,682356.8,19033520.63,411660.9,9616908.57,483463.61,10949297.92,448335.94,10551230.66
Travatan Z,Travoprost,Novartis,,,,,,,,,2141146.36,29684.5
Travatan Z,Travoprost,Alcon/Novartis,383874002.7,6451509.418,397156635.6,6241467.389,393762766.2,5747496.191,391441432,5298056.521,120091513.8,1549483
Travoprost,Travoprost,Sandoz,,,,,,,506983.33,8588,62663549.97,1206669.571
Travoprost,Travoprost,Mylan,,,,,,,111795.04,1985,22536925.91,434814.17
Travoprost,Travoprost,Apotex Corp,,,,,,,245340.83,4626,68897564.44,1327345.501
Trazimera,Trastuzumab-Qyyp,Pfizer US Pharm,,,,,,,,,62616.01,18
Trazodone HCl,Trazodone HCl,Torrent Pharmac,62458.37,286544.5,37785.74,148751,36955.37,124917,8719557.06,41688563.5,21673476.55,89987221.44
Trazodone HCl,Trazodone HCl,Teva USA,87612260.6,501373830.7,97611009.7,542684671.5,113717631.2,607647925.4,118676635.9,558568462.7,94075097.79,461809451.5
Trazodone HCl,Trazodone HCl,Qualitest/Par P,11832344.64,77809146.44,6989722.1,40912617.34,2517985.76,14567803.76,174315.49,977523.5,23714.87,167136.5
Trazodone HCl,Trazodone HCl,Zydus Pharmaceu,,,,,7088606.48,42939849.5,34246841.76,181911177.1,44407639.38,241328689.5
Trazodone HCl,Trazodone HCl,Pd-Rx Pharm,119,720,,,88.19,390,298.05,660,495.01,1320
Trazodone HCl,Trazodone HCl,Mutual Pharm Co,1097604.09,5690889.75,1247146.45,4855698.36,1180311.74,4947802.75,697456.27,2475774.5,304314.44,1117492.5
Trazodone HCl,Trazodone HCl,Major Pharmaceu,129470.25,521733.567,128469.37,464136.566,125714.23,484915.317,94496.14,368288.44,68499.77,340304.9
Trazodone HCl,Trazodone HCl,Avkare,63579.86,405294.5,115680.24,665810.6,92068.17,561176.25,49350.43,263118,8464.68,40100
Trazodone HCl,Trazodone HCl,Apotex Corp,11765834.6,52313835.24,21926802.32,100819729.1,19382828.47,77409735.98,4166119.38,6497946.82,17563396.38,70072234.76
Trazodone HCl,Trazodone HCl,Accord Healthca,,,,,40912.99,172699.25,5880962.62,23415800.06,7907911.98,28078759.61
Trazodone HCl,Trazodone HCl,AHP,64255.11,240707.5,25602.89,76550.75,5359.79,16094,10587.3,31555.5,8320.21,25234.15
Treanda,Bendamustine HCl,"Cephalon,Inc.-T",4782648.63,2336.5,3498985.91,1695,2255821.12,1127,1798043.58,902,1622384.81,738
Trecator,Ethionamide,Wyeth/Pfizer,5530.23,1356,12208.93,2448,20029.96,3584,11330.82,1959,6458.17,1080
Trelegy Ellipta,Fluticasone/Umeclidin/Vilanter,Glaxosmithkline,,,207953.5,24216,182748523.1,20551885,821431680.7,88811595,1487802308,152997274.4
Trelstar,Triptorelin Pamoate,Allergan/Verity,,,5789256.38,2554,9426445.23,4172,9803245.73,4307,10699121.04,4595
Tremfya,Guselkumab,Janssen Biotech,,,9386259.2,961,77058266.88,7511,133279569,12101,167392577.8,14596
Treprostinil,Treprostinil Sodium,Teva Parenteral,,,,,,,,,208455.47,700
Tresiba,Insulin Degludec,Novo Nordisk,,,,,,,6233743.46,179231,17045867.93,489746.5
Tresiba Flextouch U-100,Insulin Degludec,Novo Nordisk,28121855.93,951155.5,111287879.9,3735158.001,304427745.1,9564001.25,472203376.1,13763374.6,566562499.9,16385884.8
Tresiba Flextouch U-200,Insulin Degludec,Novo Nordisk,111614876,1890893.5,326907742.4,5519788,627891610.7,9909186.3,843742478.1,12328699.69,917347317.3,13302750.8
Tretinoin Microsphere,Tretinoin Microspheres,Oceanside Pharm,888629.43,101035,735619.95,83650,679626.81,79315,731438.05,84801,577265.83,69105
Tretinoin Microsphere,Tretinoin Microspheres,Mylan,,,,,,,222429.24,25660,416895.62,48265
Tretinoin*,Tretinoin,Taro Pharm USA,,,,,,,2087084.28,602434,3332599.94,1010896.5
Tretinoin*,Tretinoin,Teva USA,3332852.22,165289,3755399.89,164665,3258290.33,155752,2529232.93,128668,2217524.5,112462
Tretinoin*,Tretinoin,Spear/Mylan,7498022.57,1941836.5,6581025.24,1604474.22,5977815.35,1515989.8,1785680.23,482713.5,52811.54,15190
Tretinoin*,Tretinoin,Perrigo Co.,,,3078344.83,928309.724,7533878.96,2384675.614,7315586.09,2329071.321,5489038.32,1992109.06
Tretinoin*,Tretinoin,Par Pharm.,1325770.53,71509,844375.17,38486,614253.14,33711,1161646.85,63461,1084603.42,60144
Tretinoin*,Tretinoin,Oceanside Pharm,145597.65,26885,174824,32645,220130.91,41510,256950.97,48240,261083.38,51570
Tretinoin*,Tretinoin,Mylan,,,,,,,1924170.1,537384.5,3100954.22,941761
Tretinoin*,Tretinoin,Glenmark Pharma,,,390707.94,18231,630458.38,34380,943986.95,49160,906589.58,47833
Tretinoin*,Tretinoin,Actavis/Teva,2752083.24,826876.5,2237315.56,688497,1547540.02,504893,1877589.41,664697.4,1429925.08,577465.8
Trexall,Methotrexate Sodium,Teva Women's He,734608.79,36232.5,789783.83,36268,997788.88,43469,1269785.1,48958.5,1570511.89,56387.785
Treximet,Sumatriptan Succ/Naproxen Sod,Pernix Therapeu,8122697.06,101352,8275012.61,89754,3837210.95,38636,2103994.61,19145,520305.61,4414
Treximet,Sumatriptan Succ/Naproxen Sod,Currax Pharmace,,,,,,,,,1170470.25,9294
Trezix,Acetaminophen/Caff/Dihydrocod,Wraser Pharma,305973.12,80609,274169.76,79734,239177.88,73933,210965.52,62384,296947.25,69951
Tri Femynor,Norgestimate-Ethinyl Estradiol,Amneal Pharmace,,,,,52763.28,99452,74646.14,143108,89307.07,148596
Tri-Estarylla,Norgestimate-Ethinyl Estradiol,"Xiromed, LLC",,,,,,,26347.01,46989,59721.59,99740
Tri-Legest Fe,Norethindrone-E.Estradiol-Iron,Teva USA,60557.11,43820,60185.53,45388,54046.7,38304,57591.68,40292,55887.44,37596
Tri-Linyah,Norgestimate-Ethinyl Estradiol,Northstar Rx Ll,163665.74,362587,160822.85,372308,148693.46,291957,105317.75,215023,112911.48,200237
Tri-Lo-Estarylla,Norgestimate-Ethinyl Estradiol,"Xiromed, LLC",,,,,14464.39,20692,33543.74,42728,52427.96,66789
Tri-Lo-Marzia,Norgestimate-Ethinyl Estradiol,Lupin Pharmaceu,18665.38,13580,43934.87,63254,98584.38,142976,100672.66,138634,93835.6,125860
Tri-Lo-Mili,Norgestimate-Ethinyl Estradiol,Aurobindo Pharm,,,,,,,1331.27,1232,83944.4,87870
Tri-Lo-Sprintec,Norgestimate-Ethinyl Estradiol,Teva USA,67270.79,58506,97470.7,120715,104659.27,141042,210702.87,271049,236042.65,298693
Tri-Mili,Norgestimate-Ethinyl Estradiol,Aurobindo Pharm,,,,,,,287.24,560,1034.43,1680
Tri-Previfem,Norgestimate-Ethinyl Estradiol,Par Pharm.,,,,,,,67864.42,125496,95531.6,164985
Tri-Sprintec,Norgestimate-Ethinyl Estradiol,Teva USA,444716.61,1012830,394674.45,898792,439774.7,900410,633152.7,1263057,611847.34,1108162
Tri-Vylibra,Norgestimate-Ethinyl Estradiol,"Afaxys, Inc.",,,,,842.39,1512,4680.4,7896,1830.87,3192
Triamcinolone Acetonide*,Triamcinolone Acetonide,Teva Parenteral,,,,,,,3423.68,901,38869.77,14769
Triamcinolone Acetonide*,Triamcinolone Acetonide,Teligent Pharma,,,47353.1,139515,2061774.48,25036833.94,593372.6,5496544.392,764755.05,8065303.892
Triamcinolone Acetonide*,Triamcinolone Acetonide,Taro Pharm USA*,7353332.42,14548039.43,7363768.78,15928135.33,7512943.52,20522646.29,7222898.22,22089492.3,5814277.28,19195087.51
Triamcinolone Acetonide*,Triamcinolone Acetonide,Rising Pharm*,5846411.08,612081.7,5230528.29,543893.58,3328442.79,401560.94,3013198.57,459714.5,2926778.41,557947.4
Triamcinolone Acetonide*,Triamcinolone Acetonide,Morton Grove Ph,705274.04,1431086.68,540167.3,1058015,1177444.15,2295595.39,1397657.18,2960472,1724860.2,3914850
Triamcinolone Acetonide*,Triamcinolone Acetonide,Mayne Pharma In,,,,,,,,,58473.8,39130
Triamcinolone Acetonide*,Triamcinolone Acetonide,Strides Pharma,,,,,,,,,250437.47,152154
Triamcinolone Acetonide*,Triamcinolone Acetonide,Macleods Pharma,,,,,,,349796.11,2510672.553,2751768.17,19727387.94
Triamcinolone Acetonide*,Triamcinolone Acetonide,Perrigo Co.,27300175.92,230277940.6,22835556.58,248821297.6,24087207.96,258962741.2,27442444.22,312980654.6,25762240.23,301573328.4
Triamcinolone Acetonide*,Triamcinolone Acetonide,Ina Pharmaceuti,,,,,,,,,89406.41,64930
Triamcinolone Acetonide*,Triamcinolone Acetonide,"IGI Labs, Inc./",108772.41,782399.6,1511579.96,10289467.95,2410577.81,13837081.44,1293549.97,5306478.75,790249.68,4880867.8
Triamcinolone Acetonide*,Triamcinolone Acetonide,Glenmark Pharma,45837.66,87204,779225.98,2505001.95,670967.34,2642394.11,822263.5,4010753.442,713447.04,2619195.9
Triamcinolone Acetonide*,Triamcinolone Acetonide,Fougera/Sandoz,10320378.91,74243952.5,10500957.97,76153341.5,9814866.08,67688194.35,6305098.17,42869706.21,4159829.11,25817542.02
Triamcinolone Acetonide*,Triamcinolone Acetonide,Encube Ethicals,,,,,,,,,789493.05,493685
Triamcinolone Acetonide*,Triamcinolone Acetonide,Cosette Pharmac*,820290.79,3985057.6,1619431.39,7530750.59,4163795.52,8783908.72,6716837.08,19133312.4,6540289.73,16475797.8
Triamcinolone Acetonide*,Triamcinolone Acetonide,Versapharm/Akor,143305.44,217805,61939.25,99914,108152.45,48132,38642.79,23050,11237.09,9126
Triamcinolone Acetonide*,Triamcinolone Acetonide,Burel Pharmaceu,,,,,,,5417.18,630,3010.58,375
Triamcinolone Acetonide*,Triamcinolone Acetonide,Avkare,2720.69,225,3199.45,275,2432.29,265,1145.54,116,705.59,66
Triamcinolone Acetonide*,Triamcinolone Acetonide,Ascend Laborato,9289993.93,101588989.7,10122050.67,116094747.5,12731235.76,154922409.4,12358549.75,177431003.4,14292018.87,214817922.3
Triamcinolone Acetonide*,Triamcinolone Acetonide,Amneal Bioscien,,,627,1242,90723.29,103668,290275.69,155179.75,277871.25,147081
Triamterene,Triamterene,"Trupharma, LLC.",,,,,,,265906.16,29979.8,1429776.67,173419
Triamterene,Triamterene,Prasco Labs,,,,,,,349382.05,41240,1728785.36,209869
Triamterene-Hydrochlorothiazid,Triamterene/Hydrochlorothiazid,Sandoz,25594578.04,118424291.8,25101435.28,120358734,16904519.8,83960645.86,13223918.5,65475070,8986757.93,42995320.5
Triamterene-Hydrochlorothiazid,Triamterene/Hydrochlorothiazid,Mylan Instituti,98055.05,384106,61275.11,241140,20119.38,81353,8737.94,30046,6757.71,24664
Triamterene-Hydrochlorothiazid,Triamterene/Hydrochlorothiazid,Mylan,10773349.8,45919110.64,8266153.11,37041711.86,6711252.59,35413749.21,6444731.04,36450232,4188137.24,21475279.5
Triamterene-Hydrochlorothiazid,Triamterene/Hydrochlorothiazid,Zydus Pharmaceu,,,,,,,205698.87,1202711,1257740.8,7259971
Triamterene-Hydrochlorothiazid,Triamterene/Hydrochlorothiazid,Marlex Pharm.,38744.09,163772,25568.88,104403,13657.18,67376,1490.7,6651,1213.21,4768
Triamterene-Hydrochlorothiazid,Triamterene/Hydrochlorothiazid,Lannett Co. Inc,7212165.58,37062775,5928611.2,29895220.8,3327653.3,15454067,2314827.66,12566145.73,7632865.64,39829722
Triamterene-Hydrochlorothiazid,Triamterene/Hydrochlorothiazid,Bluepoint Labor,1316260.06,5680939,1338541.48,5894624.057,1309631.11,5864378,1229357.33,5828080,943852.69,4458957.5
Triamterene-Hydrochlorothiazid,Triamterene/Hydrochlorothiazid,Apotex Corp,10055410.71,51782494.16,11225622.58,58363239.6,20011762.78,102500894.7,14515889.37,73120478.93,13108187.91,64545526.21
Triamterene-Hydrochlorothiazid,Triamterene/Hydrochlorothiazid,Actavis/Teva,1147536.58,5455930.5,1258752.45,6089254.62,1970424.37,10560141,9042753.71,54071991.43,11173017.18,66938513.11
Triamterene-Hydrochlorothiazid,Triamterene/Hydrochlorothiazid,AHP,338.01,666,187.79,406,526.77,1368,470.13,1051,155.55,201
Trianex,Triamcinolone Acetonide,Promius/Encore,722861.21,364314,848454.71,424901,983462.22,469670,944405.86,469098,350930.46,189055
Triazolam,Triazolam,West-Ward/Hikma,,,,,13082.94,8998,1402060.03,650545,1933464.69,1034359
Triazolam,Triazolam,Greenstone LLC.,5475349.35,5169185.5,6736095.34,4724996,8027246.88,4318501,6242827.2,3303003.5,4540934.63,2481053
Tribenzor,Olmesartan/Amlodipin/HCThiazid,"Daiichi Sankyo,",64171872.65,7782105.5,10568335.13,1083405.5,3716811.4,356900,2755879.06,252623,2503673.43,217405
Tricare,Prenatal Vit103/Iron Fum/Folic,Medecor Pharma,3048.5,3758,3448.78,3617,5224.72,5077,11308.52,11207,10962.73,10611
Tricitrates,Sod/Pot/K Cit/Sod Cit/Cit Acid,Pharmaceutical,13105.74,257584.44,24220.33,272632,24420.1,255470,21337.84,233049,19913.05,216356
Tricor,Fenofibrate Nanocrystallized,Abbvie US LLC,5015784.12,5508071,419910.44,459158,335291.13,365064,304988.76,332458,271185.18,296285
Triderm,Triamcinolone Acetonide,Crown Therap/Ma,,,,,164184.74,370512,170322.61,387206,56601.91,138016
Triderm,Triamcinolone Acetonide,Crown Laborator,31757.02,5906.8,64540.15,9802,382.84,4828,292.01,3162,118.09,2215.2
Trientine HCl,Trientine HCl,Zydus Pharmaceu,,,,,,,881980,6420,1738319.38,15038
Trientine HCl,Trientine HCl,Rising Pharm,,,,,,,,,64695.93,1110
Trientine HCl,Trientine HCl,Par Pharm.,,,,,,,,,386529.88,5069
Trientine HCl,Trientine HCl,Oceanside Pharm,,,,,2738243.79,17170,3403019.62,21596,557423.87,4924
Trientine HCl,Trientine HCl,Novadoz Pharmac,,,,,,,550906.67,4354,1741254.75,17853
Trientine HCl,Trientine HCl,Lannett Co. Inc,,,,,,,1550415.3,10544,844389.11,9310
Trientine HCl,Trientine HCl,Kadmon Pharmace,,,,,,,,,531798.57,3679
Trientine HCl,Trientine HCl,Dr.Reddy'S Lab,,,,,,,,,167139.97,2090
Trientine HCl,Trientine HCl,Amneal Pharmace,,,,,,,189629.96,1446,696123.93,7288
Trientine HCl,Trientine HCl,Actavis/Teva,,,,,3444109.88,19883,3265954.15,19723,1536138.9,12342
Triesence,Triamcinolone Acetonide/PF,Alcon/Novartis,13430.26,330,9375.57,62,13629.45,90,10598.13,70,4826.44,32
Trifluoperazine HCl,Trifluoperazine HCl,Upsher Smith La,680550.16,567068,994349.6,843533.75,618102.29,555216,80223.8,82527.5,265972.17,275705.5
Trifluoperazine HCl,Trifluoperazine HCl,Sandoz,3302951.85,2937907.654,2656527.09,2490046.7,1045685.15,939447,839661.52,858120,435328.66,459649.5
Trifluoperazine HCl,Trifluoperazine HCl,Mylan Instituti,62688.12,51019,47573.26,36104,97694.95,84017,12325.54,9837.5,18788.44,12509
Trifluoperazine HCl,Trifluoperazine HCl,Mylan,4067625.84,3769087.5,3922097.05,3490045.75,4023065.36,3686079.75,1126444.52,1002499.5,1754467.06,1647113
Trifluridine,Trifluridine,Sandoz,936623.72,57340.062,1925245.93,114511.5,2141700.66,113815.5,2459273.7,116933,2340789.48,106972.5
Triglide,Fenofibrate Nanocrystallized,Casper Pharma L,,,321580.22,33227,410779.59,40614,130236.31,12251,54813.14,5196
Trihexyphenidyl HCl,Trihexyphenidyl HCl,Versapharm/Akor,8901.47,190962,12887.87,266973,49007.6,869819.75,101867.99,1343432.5,56050.17,673344
Trihexyphenidyl HCl,Trihexyphenidyl HCl,Rising Pharm,880365.57,5328026.95,1716805.91,8468703.5,977108.96,6145630.06,131619.39,784779.25,55735.65,298246.5
Trihexyphenidyl HCl,Trihexyphenidyl HCl,Richmond Pharm,1001.56,7271,288.34,2489,892.51,7163,613.49,5325,446.14,3127
Trihexyphenidyl HCl,Trihexyphenidyl HCl,Pharmaceutical,20051.9,268257,23918.33,323636,67487.69,957470.026,108596.09,1400680.302,90089.45,1134267.5
Trihexyphenidyl HCl,Trihexyphenidyl HCl,Novitium Pharma,,,,,,,14836.53,130422,365419.79,2351071.501
Trihexyphenidyl HCl,Trihexyphenidyl HCl,Bionpharma Inc.,,,,,,,131024.26,878174.5,269627.32,1509850.25
Trihexyphenidyl HCl,Trihexyphenidyl HCl,Actavis/Teva,1294191.25,9424693.82,1297565.77,9163516.5,1777664.87,13256579.25,2310290.87,16536180.23,2194049.81,14583936.84
Trijardy XR,Empaglifloz/Linaglip/Metformin,Boehringer Ing.,,,,,,,,,1450471.66,121393
Trikafta,Elexacaftor/Tezacaftor/IVacaft,Vertex Pharmace,,,,,,,46671715.51,161259,483827937.4,1628574
Trileptal,Oxcarbazepine,Novartis,19913574.82,3459273,20565572.81,3204495,21080909.39,3116326.5,21663258.91,3114909.5,21734724.75,3280847
Trilipix,Fenofibric Acid (Choline),Abbvie US LLC,1735495.42,248051,961701.29,132214,814322.24,106122,698323.42,90506,570858.66,73409
Trilyte With Flavor Packets,Sodium Chloride/NaHCO3/KCl/PEG,Wallace Pharmac,330538.7,77189083,246204.21,56450216,120432.94,26678055,292475.65,69195682,129149.65,33274739
Trimethobenzamide HCl*,Trimethobenzamide HCl,Mutual Pharm Co,338082.2,278136,251262.21,191729,201942.76,154856,36467.03,30953,327134.91,277601
Trimethobenzamide HCl*,Trimethobenzamide HCl,Gavis/Lupin,400215.17,321668,510069.27,384490,515509.24,382343,663784.11,520002,157343.25,125909
Trimethoprim,Trimethoprim,Mayne Pharma In,94637.69,256306,1568392,4448873.5,1617642.79,4636442,1252785.65,3646044.5,1172681.67,3425103.5
Trimethoprim,Trimethoprim,Gavis/Lupin,1354222.83,3661500,1840468.79,4971159.498,2195543.67,6055894.069,2856329.51,8056792.666,2868880.5,8147867.938
Trimipramine Maleate,Trimipramine Maleate,Glenmark Pharma,,,,,,,23894.38,4984,124213.67,28393
Trimipramine Maleate,Trimipramine Maleate,Breckenridge,,,122524.27,26812,330101.03,71996,390135.22,86208,354235.93,78880
Trinatal Rx 1,"Prenatal Vit27,Calcium/Iron/FA",Trigen Laborato,3911.55,17549,3470.06,15149,4332.31,17874,5854.49,23156,7484.33,29573
Trinaz,PNV No.162/Iron Glu/Folic Acid,Foxland Pharmac,,,,,,,,,1652516.12,32020
Trintellix,Vortioxetine Hydrobromide,Takeda Pharmace,57978578.28,5439097,151054277.1,13005471.5,213678391.4,16735704.25,273108622.7,21006685.5,314974934.9,23057389
Triphrocaps,B Complex W-C No.20/Folic Acid,Trigen Laborato,4271.56,10991,3449.11,8370,3837.06,10794,901.11,2029,1259.4,2825
Tristart DHA,Prenatal 93/Iron/Folate 9/DHA,Carwin Associat,29013.56,9240,36437.95,9900,52002.83,11580,45376.92,8430,30801.46,5130
Triumeq,Abacavir/Dolutegravir/Lamivudi,Viiv Healthcare,460896118.6,5758858,650560890.2,7418054,764548423.7,8066529,745768144,7587262,738986222.1,7164885
Triveen-Duo DHA,Prenatal 53/Iron/Folic Ac/Omg3,Trigen Laborato,,,486.55,900,,,809.8,1860,770.82,1440
Trivora-28,Levonorgestrel/Ethin.Estradiol,Mayne Pharma In,8806.85,14702,50972.14,84548,35139.2,54251.92,31969.81,48470,31054.65,48608
Trizivir,Abacavir/Lamivudine/Zidovudine,Viiv Healthcare,1790495.75,68853,799844.3,29700,567044.97,20820,342086.74,12392,789472.77,28776
Trodelvy,Sacituzumab Govitecan-Hziy,"Immunomedics, I",,,,,,,,,852092.46,408
Trogarzo,Ibalizumab-Uiyk,Theratechnologi,,,,,4366507.81,4962.98,11454465.97,14858.44,14136158.18,15130.04
Trokendi XR,Topiramate,Supernus Pharma,18296925.74,984378,26033396.23,1270359,39940185.72,1787395,48953557.56,2004694,57552735.18,2151247
Tropicamide,Tropicamide,Sandoz,5503.61,2358,17501.51,7194,16593.79,7920,15794.09,8691,1632.79,747
Tropicamide,Tropicamide,Akorn Inc.,4887.05,6153,6791.86,9855,13384.16,18545,15633.75,27060,1121.34,1650
Trospium Chloride,Trospium Chloride,Perrigo Co.,6782547.55,4125879,5450912.11,3536786.857,2862846.75,2126844,6310468.14,5201679.926,8049889.18,6399022.5
Trospium Chloride,Trospium Chloride,Major Pharmaceu,,,,,,,,,12419.61,35019
Trospium Chloride,Trospium Chloride,Heritage Pharma,25629.94,16894,3754295.92,3739034,8428603.12,7498105,5324080.26,7978403,4922738.12,8825862
Trospium Chloride,Trospium Chloride,Glenmark Pharma,14045081.86,11728846.5,8013464.61,7078662,4206876.86,3624013,3681273.74,3500173.75,4046201.99,3813728.875
Trospium Chloride,Trospium Chloride,Exelan Pharmace,,,18087.42,13980,33605.29,26715,39833.02,35196,83975.66,78593
Trospium Chloride,Trospium Chloride,"Cipla USA, Inc.",41575.45,24504.5,1375925.22,1029607,2709208.13,2244433,3296485.54,2913336,3725890.09,3143019
